shipment_id,shipment_date,product_id,product_category,sku_group,supplier_id,supplier_name,supplier_country,supplier_region,business_unit,priority_level,origin_port,origin_country,origin_lat,origin_lng,destination_port,destination_country,destination_lat,destination_lng,route_key,route_distance_km,transport_mode,carrier_name,expected_time_hours,actual_time_hours,delay_hours,port_congestion_origin,port_congestion_destination,customs_clearance_hours,inventory_level,safety_stock_level,units_sold_7d,demand_volatility,fuel_price_index,temperature_control_required,order_value_usd,shipment_status
SHP_1351,2026-02-05 14:00:00,1009,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Critical,Rotterdam Port,Netherlands,51.9475,4.1389,Mumbai Port,India,18.9497,72.8356,Rotterdam Port|Mumbai Port,8428,Ocean,ONE,276.72,289.1,12.38,0.2453,0.5996,12.47,675,211,388,0.4594,1.1299,N,182631.09,delivered
SHP_1352,2026-02-06 02:00:00,1004,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Medium,Amsterdam Port,Netherlands,52.378,4.9,Mumbai Port,India,18.9497,72.8356,Amsterdam Port|Mumbai Port,8370,Ocean,Hapag-Lloyd,262.93,277.56,14.63,0.1515,0.4706,10.15,662,194,260,0.304,1.102,N,184806.32,delivered
SHP_1353,2026-02-06 06:00:00,1009,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Critical,Moerdijk Port,Netherlands,51.7018,4.626,Mumbai Port,India,18.9497,72.8356,Moerdijk Port|Mumbai Port,8385,Ocean,Maersk,270.67,288.84,18.17,0.5852,0.5768,20.91,641,210,166,0.1768,1.1637,N,195180.83,in_transit
SHP_1354,2026-02-07 06:00:00,1004,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Low,Rotterdam Port,Netherlands,51.9475,4.1389,Singapore Port,Singapore,1.2644,103.8223,Rotterdam Port|Singapore Port,12881,Ocean,CMA CGM,411.97,423.04,11.07,0.5361,0.1638,15.95,631,205,308,0.3119,1.2291,N,173245.83,delivered
SHP_1355,2026-02-08 02:00:00,1004,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Medium,Amsterdam Port,Netherlands,52.378,4.9,Mumbai Port,India,18.9497,72.8356,Amsterdam Port|Mumbai Port,8370,Ocean,MSC,256.49,263.96,7.47,0.4713,0.3702,8.47,643,193,254,0.1976,1.136,N,189081.78,delivered
SHP_1356,2026-02-08 14:00:00,1009,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,High,Moerdijk Port,Netherlands,51.7018,4.626,Mumbai Port,India,18.9497,72.8356,Moerdijk Port|Mumbai Port,8385,Ocean,MSC,284.45,296.98,12.53,0.2154,0.1915,13.14,645,189,286,0.4088,1.1295,N,140464.62,delivered
SHP_1357,2026-02-08 22:00:00,1004,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Critical,Rotterdam Port,Netherlands,51.9475,4.1389,Singapore Port,Singapore,1.2644,103.8223,Rotterdam Port|Singapore Port,12881,Ocean,Maersk,417.59,434.0,16.41,0.2725,0.79,20.91,738,212,370,0.3512,1.29,N,137549.59,delivered
SHP_1358,2026-02-09 09:00:00,1004,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,High,Amsterdam Port,Netherlands,52.378,4.9,Mumbai Port,India,18.9497,72.8356,Amsterdam Port|Mumbai Port,8370,Ocean,MSC,263.59,283.04,19.45,0.4525,0.3358,12.97,603,210,290,0.3563,1.2466,N,164680.23,delivered
SHP_1359,2026-02-09 16:00:00,1009,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,Critical,Moerdijk Port,Netherlands,51.7018,4.626,Singapore Port,Singapore,1.2644,103.8223,Moerdijk Port|Singapore Port,12845,Ocean,MSC,423.93,441.06,17.13,0.6168,0.5669,16.04,714,174,236,0.2369,1.1327,N,174076.46,delivered
SHP_1360,2026-02-10 15:00:00,1004,Digital Health,High Value,SUP_022,Atlantic Diagnostic Tech,Netherlands,Europe,Logistics,High,Rotterdam Port,Netherlands,51.9475,4.1389,Mumbai Port,India,18.9497,72.8356,Rotterdam Port|Mumbai Port,8428,Ocean,Maersk,276.41,285.19,8.78,0.3889,0.2077,10.01,626,225,325,0.2677,1.2402,N,116023.39,delivered
SHP_1361,2026-01-01 02:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,Evergreen,540.77,556.64,15.87,0.4748,0.3572,13.79,593,168,380,0.4482,1.1629,N,145061.65,delivered
SHP_1362,2026-01-01 17:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,CMA CGM,597.49,600.16,2.67,0.2149,0.4656,14.71,649,186,275,0.3642,1.0769,N,78038.02,delivered
SHP_1363,2026-01-02 15:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,Maersk,321.87,331.11,9.24,0.3093,0.4348,20.52,552,194,326,0.3555,1.2512,N,68568.8,delivered
SHP_1364,2026-01-02 22:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Hamburg Port,Germany,53.5461,9.9661,Los Angeles Port|Hamburg Port,11110,Ocean,Evergreen,368.69,397.77,29.08,0.5422,0.4215,15.46,430,178,233,0.2684,1.1421,N,123185.12,delivered
SHP_1365,2026-01-03 08:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,CMA CGM,314.55,347.11,32.56,0.7975,0.6316,20.35,614,185,264,0.312,1.2992,N,64803.99,delivered
SHP_1366,2026-01-04 16:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Mumbai Port,India,18.9497,72.8356,Savannah Port|Mumbai Port,16711,Ocean,Maersk,403.09,419.8,16.71,0.3714,0.1643,10.2,609,167,424,0.1993,1.1426,N,99966.68,delivered
SHP_1367,2026-01-05 02:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,ONE,544.72,555.68,10.96,0.6841,0.2286,12.61,579,201,359,0.3526,1.1809,N,99910.41,delivered
SHP_1368,2026-01-05 12:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,Maersk,577.54,598.15,20.61,0.31,0.3144,18.93,522,193,353,0.3802,1.1441,N,77982.68,delivered
SHP_1369,2026-01-05 23:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,ONE,323.35,339.61,16.26,0.4405,0.5977,14.93,575,185,248,0.3907,1.2291,N,102954.04,delivered
SHP_1370,2026-01-06 09:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Hamburg Port,Germany,53.5461,9.9661,Los Angeles Port|Hamburg Port,11110,Ocean,CMA CGM,349.7,359.67,9.97,0.3449,0.2231,15.34,546,160,238,0.2093,1.159,N,130150.96,delivered
SHP_1371,2026-01-07 05:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,Maersk,540.21,566.93,26.72,0.3385,0.7525,20.53,564,218,337,0.2182,1.2647,N,63609.87,delivered
SHP_1372,2026-01-07 22:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,MSC,323.07,334.84,11.77,0.6285,0.6032,21.31,569,201,251,0.4523,1.2614,N,90394.63,delivered
SHP_1373,2026-01-08 16:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Hamburg Port,Germany,53.5461,9.9661,Los Angeles Port|Hamburg Port,11110,Ocean,ONE,363.55,390.94,27.39,0.5495,0.6849,19.96,621,188,301,0.2681,1.2026,N,90222.34,delivered
SHP_1374,2026-01-08 19:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,ONE,569.33,583.34,14.01,0.3084,0.4767,13.59,408,196,326,0.29,1.2452,N,71714.59,delivered
SHP_1375,2026-01-09 12:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Savannah Port,United States,32.0809,-81.0912,Mumbai Port,India,18.9497,72.8356,Savannah Port|Mumbai Port,16711,Ocean,Hapag-Lloyd,415.99,436.49,20.5,0.4311,0.398,15.42,462,195,330,0.327,1.1317,N,95847.52,delivered
SHP_1376,2026-01-09 20:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Hamburg Port,Germany,53.5461,9.9661,Los Angeles Port|Hamburg Port,11110,Ocean,ONE,344.13,363.82,19.69,0.2796,0.3599,17.81,571,177,383,0.2345,1.2414,N,124688.84,delivered
SHP_1377,2026-01-11 02:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,Evergreen,298.15,307.12,8.97,0.1873,0.4185,14.25,642,185,431,0.4692,1.1991,N,127188.61,delivered
SHP_1378,2026-01-10 22:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,Maersk,310.29,324.4,14.11,0.1486,0.3484,13.76,466,182,328,0.1637,1.2241,N,98261.81,delivered
SHP_1379,2026-01-12 01:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Los Angeles Port,United States,33.7361,-118.2631,Mumbai Port,India,18.9497,72.8356,Los Angeles Port|Mumbai Port,17128,Ocean,ONE,415.16,430.86,15.7,0.2492,0.6157,18.4,664,182,309,0.2382,1.1316,N,104446.97,delivered
SHP_1380,2026-01-12 07:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Mumbai Port,India,18.9497,72.8356,Newark Port|Mumbai Port,15322,Ocean,ONE,391.04,406.99,15.95,0.3416,0.6157,14.3,526,197,349,0.3521,1.1043,N,58621.16,delivered
SHP_1381,2026-01-13 05:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Mumbai Port,India,18.9497,72.8356,Savannah Port|Mumbai Port,16711,Ocean,Maersk,402.83,402.83,0.0,0.2822,0.1968,17.05,597,192,210,0.0813,1.262,N,123165.25,delivered
SHP_1382,2026-01-13 19:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,Hapag-Lloyd,543.73,569.93,26.2,0.4793,0.4426,21.84,582,210,310,0.1281,1.175,N,75465.47,delivered
SHP_1383,2026-01-14 09:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Newark Port,United States,40.6895,-74.1745,Mumbai Port,India,18.9497,72.8356,Newark Port|Mumbai Port,15322,Ocean,MSC,387.94,411.62,23.68,0.4153,0.5325,15.72,497,179,253,0.1255,1.1322,N,78482.2,delivered
SHP_1384,2026-01-15 03:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Singapore Port,Singapore,1.2644,103.8223,Savannah Port|Singapore Port,19851,Ocean,ONE,573.56,584.58,11.02,0.2683,0.2723,15.5,650,204,390,0.345,1.1698,N,103971.22,delivered
SHP_1385,2026-01-15 11:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,MSC,548.03,548.03,0.0,0.234,0.3594,15.41,639,169,283,0.0404,1.248,N,72891.16,delivered
SHP_1386,2026-01-15 22:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,Hapag-Lloyd,558.85,584.53,25.68,0.24,0.4667,12.14,495,180,347,0.3211,1.1583,N,94112.87,delivered
SHP_1387,2026-01-16 13:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Savannah Port,United States,32.0809,-81.0912,Mumbai Port,India,18.9497,72.8356,Savannah Port|Mumbai Port,16711,Ocean,ONE,408.0,426.25,18.25,0.4225,0.5886,19.98,535,191,369,0.613,1.2205,N,94393.41,delivered
SHP_1388,2026-01-17 11:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Mumbai Port,India,18.9497,72.8356,Los Angeles Port|Mumbai Port,17128,Ocean,ONE,400.17,407.26,7.09,0.3884,0.2807,18.38,609,198,248,0.1747,1.1682,N,113794.42,delivered
SHP_1389,2026-01-17 23:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,MSC,294.74,313.2,18.46,0.2497,0.3871,16.73,581,197,328,0.3035,1.3001,N,98472.74,delivered
SHP_1390,2026-01-18 02:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Savannah Port,United States,32.0809,-81.0912,Mumbai Port,India,18.9497,72.8356,Savannah Port|Mumbai Port,16711,Ocean,ONE,416.27,438.07,21.8,0.7668,0.2708,20.3,646,180,270,0.1399,1.1498,N,42891.05,delivered
SHP_1391,2026-01-18 14:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,CMA CGM,536.71,545.26,8.55,0.3704,0.4598,16.17,547,200,319,0.3905,1.0606,N,85542.53,delivered
SHP_1392,2026-01-19 11:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,MSC,313.97,333.84,19.87,0.5635,0.2894,13.15,498,168,440,0.1954,1.1848,N,96779.08,delivered
SHP_1393,2026-01-20 05:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Critical,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,Hapag-Lloyd,315.07,323.68,8.61,0.594,0.5628,16.95,495,180,253,0.3264,1.2655,N,88637.63,delivered
SHP_1394,2026-01-20 20:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Mumbai Port,India,18.9497,72.8356,Los Angeles Port|Mumbai Port,17128,Ocean,Hapag-Lloyd,417.61,438.74,21.13,0.4325,0.3135,24.81,502,226,387,0.4731,1.2051,N,107424.4,delivered
SHP_1395,2026-01-20 23:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,ONE,600.76,615.21,14.45,0.3096,0.3289,16.93,659,185,330,0.2807,1.1807,N,113942.59,delivered
SHP_1396,2026-01-21 17:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,Hapag-Lloyd,335.85,352.67,16.82,0.3233,0.347,17.25,688,204,351,0.2947,1.1015,N,160000.0,delivered
SHP_1397,2026-01-22 18:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,ONE,527.44,540.01,12.57,0.5835,0.1593,16.51,520,187,337,0.2445,1.1974,N,90431.68,delivered
SHP_1398,2026-01-23 05:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,Hapag-Lloyd,542.4,568.01,25.61,0.5886,0.7294,20.54,626,201,334,0.2626,1.2579,N,85136.37,port_hold
SHP_1399,2026-01-23 15:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Singapore Port,Singapore,1.2644,103.8223,Savannah Port|Singapore Port,19851,Ocean,ONE,612.07,635.92,23.85,0.2133,0.4386,17.72,513,181,318,0.161,1.162,N,52696.81,delivered
SHP_1400,2026-01-24 11:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,Hapag-Lloyd,519.91,545.35,25.44,0.2466,0.1816,20.95,630,179,366,0.3385,1.18,N,72978.99,delivered
SHP_1401,2026-01-24 14:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,Maersk,301.72,324.33,22.61,0.6419,0.4008,19.77,659,202,171,0.1098,1.1435,N,90773.95,delivered
SHP_1402,2026-01-25 05:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Savannah Port,United States,32.0809,-81.0912,Singapore Port,Singapore,1.2644,103.8223,Savannah Port|Singapore Port,19851,Ocean,MSC,568.76,590.61,21.85,0.4068,0.3943,11.9,596,159,176,0.1424,1.1976,N,70139.8,in_transit
SHP_1403,2026-01-26 02:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,MSC,533.91,554.11,20.2,0.3414,0.3146,20.48,586,178,216,0.3175,1.1598,N,123274.74,in_transit
SHP_1404,2026-01-26 20:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Mumbai Port,India,18.9497,72.8356,Newark Port|Mumbai Port,15322,Ocean,ONE,378.49,393.11,14.62,0.274,0.6657,22.17,503,197,361,0.2176,1.1829,N,93730.61,delivered
SHP_1405,2026-01-26 22:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Savannah Port,United States,32.0809,-81.0912,Singapore Port,Singapore,1.2644,103.8223,Savannah Port|Singapore Port,19851,Ocean,Maersk,593.19,610.75,17.56,0.3749,0.136,15.03,758,176,387,0.3137,1.2096,N,118157.18,delivered
SHP_1406,2026-01-27 18:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,Evergreen,536.71,557.69,20.98,0.6113,0.3159,18.44,482,177,307,0.3558,1.2609,N,104247.18,delivered
SHP_1407,2026-01-28 04:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Mumbai Port,India,18.9497,72.8356,Newark Port|Mumbai Port,15322,Ocean,Maersk,375.7,392.41,16.71,0.3606,0.5348,10.98,675,195,356,0.3795,1.247,N,103292.31,delivered
SHP_1408,2026-01-29 04:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,CMA CGM,326.37,340.04,13.67,0.431,0.0982,16.03,504,188,289,0.3185,1.2621,N,104839.46,delivered
SHP_1409,2026-01-29 02:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,Hapag-Lloyd,546.51,560.3,13.79,0.3665,0.6199,22.22,567,202,320,0.3176,1.0905,N,69331.93,delivered
SHP_1410,2026-01-29 20:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Newark Port,United States,40.6895,-74.1745,Singapore Port,Singapore,1.2644,103.8223,Newark Port|Singapore Port,18722,Ocean,Hapag-Lloyd,554.58,570.48,15.9,0.4683,0.3593,18.52,625,193,506,0.4399,1.1987,N,91366.24,delivered
SHP_1411,2026-01-30 15:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Savannah Port,United States,32.0809,-81.0912,Singapore Port,Singapore,1.2644,103.8223,Savannah Port|Singapore Port,19851,Ocean,ONE,572.16,589.69,17.53,0.4574,0.2204,18.76,489,198,343,0.2263,1.1208,N,70244.7,delivered
SHP_1412,2026-01-31 02:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Hamburg Port,Germany,53.5461,9.9661,Los Angeles Port|Hamburg Port,11110,Ocean,ONE,362.74,367.04,4.3,0.4485,0.5086,16.12,365,205,194,0.2397,1.0852,N,103470.19,delivered
SHP_1413,2026-01-31 19:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,Evergreen,298.48,305.95,7.47,0.3594,0.2352,7.66,653,200,332,0.2351,1.1949,N,49057.33,delivered
SHP_1414,2026-02-01 05:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Singapore Port,Singapore,1.2644,103.8223,Savannah Port|Singapore Port,19851,Ocean,Evergreen,600.63,632.98,32.35,0.3669,0.3294,19.76,729,186,334,0.1761,1.2373,N,95266.03,delivered
SHP_1415,2026-02-01 18:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Los Angeles Port,United States,33.7361,-118.2631,Singapore Port,Singapore,1.2644,103.8223,Los Angeles Port|Singapore Port,17257,Ocean,Maersk,545.61,552.56,6.95,0.4504,0.128,9.42,610,187,272,0.2009,1.2111,N,90791.36,delivered
SHP_1416,2026-02-02 15:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,High,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,CMA CGM,313.61,336.05,22.44,0.1681,0.4889,15.99,559,218,186,0.054,1.2452,N,75259.52,delivered
SHP_1417,2026-02-03 04:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Mumbai Port,India,18.9497,72.8356,Savannah Port|Mumbai Port,16711,Ocean,MSC,402.08,421.8,19.72,0.1536,0.4977,12.89,510,163,300,0.1576,1.2219,N,48021.7,delivered
SHP_1418,2026-02-03 22:00:00,1010,Consumables,Bulk,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Los Angeles Port,United States,33.7361,-118.2631,Mumbai Port,India,18.9497,72.8356,Los Angeles Port|Mumbai Port,17128,Ocean,Maersk,417.82,433.88,16.06,0.5992,0.4687,12.44,452,199,265,0.4288,1.2755,N,103706.0,delivered
SHP_1419,2026-02-04 12:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Newark Port,United States,40.6895,-74.1745,Hamburg Port,Germany,53.5461,9.9661,Newark Port|Hamburg Port,7491,Ocean,ONE,296.12,309.99,13.87,0.6291,0.3006,15.67,535,187,396,0.3752,1.0673,N,104967.63,delivered
SHP_1420,2026-02-04 23:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Medium,Savannah Port,United States,32.0809,-81.0912,Hamburg Port,Germany,53.5461,9.9661,Savannah Port|Hamburg Port,8858,Ocean,Maersk,311.89,318.31,6.42,0.2254,0.3436,10.53,593,190,309,0.222,1.2073,N,104888.69,delivered
SHP_1421,2026-02-05 15:00:00,1005,Consumables,Temperature Sensitive,SUP_023,Summit Surgical Flow,United States,North America,Risk,Low,Los Angeles Port,United States,33.7361,-118.2631,Mumbai Port,India,18.9497,72.8356,Los Angeles Port|Mumbai Port,17128,Ocean,CMA CGM,415.8,428.49,12.69,0.3706,0.4045,14.19,493,172,251,0.161,1.1725,N,63293.06,delivered
